Id,CityName,State,Population,lat,lon
668,Deltona,Florida,86290,28.9005446,-81.2636738
669,Freeport,New York,43167,40.6576022,-73.5831835
670,Iowa City,Iowa,71591,41.6611277,-91.5301683
671,Anaheim,California,345012,33.8352932,-117.9145036
672,Apple Valley,Minnesota,50201,44.7319094,-93.21772
673,Great Falls,Montana,59351,47.4941836,-111.2833449
674,West Valley City,Utah,133579,40.6916132,-112.0010501
675,Hampton,Virginia,136699,37.0298687,-76.3452218
676,Georgetown,Texas,54898,30.6332618,-97.6779842
677,Orem,Utah,91648,40.2968979,-111.6946475
678,Monrovia,California,37101,34.1442616,-118.0019482
679,Keller,Texas,42907,32.9341893,-97.229298
680,Goose Creek,South Carolina,39823,32.9810059,-80.0325867
681,Little Rock,Arkansas,197357,34.7464809,-92.2895948
682,Santa Ana,California,334227,33.7455731,-117.8678338
683,White Plains,New York,57866,41.0339862,-73.7629097
684,Idaho Falls,Idaho,58292,43.4916514,-112.0339645
685,Bellevue,Washington,133992,47.610377,-122.2006786
686,Roseville,California,127035,38.7521235,-121.2880059
687,Perth Amboy,New Jersey,51982,40.5067723,-74.2654234
688,Peabody,Massachusetts,52044,42.5278731,-70.9286609
689,Grand Island,Nebraska,50550,40.9263957,-98.3420118
690,Columbia,Missouri,115276,38.9517053,-92.3340724
691,Racine,Wisconsin,78199,42.7261309,-87.7828523
692,Carmel,Indiana,85927,39.978371,-86.1180435
693,Portage,Michigan,47523,42.2011538,-85.5800022
694,Middletown,Ohio,48630,39.5150576,-84.3982763
695,Woodland,California,56590,38.6785157,-121.7732971
696,Revere,Massachusetts,53756,42.4084302,-71.0119948
697,Euless,Texas,53224,32.8370727,-97.0819541
698,Arlington Heights,Illinois,75994,42.0883603,-87.9806265
699,Hemet,California,81750,33.7475203,-116.9719684
700,High Point,North Carolina,107741,35.9556923,-80.0053176
701,Newark,Ohio,47777,40.0581205,-82.4012642
702,Midwest City,Oklahoma,56756,35.4495065,-97.3967019
703,San Marcos,California,89387,33.1433723,-117.1661449
704,Port Orange,Florida,57203,29.1383165,-80.9956105
705,Lakewood,California,81121,33.8536269,-118.1339563
706,Westerville,Ohio,37530,40.1261743,-82.9290696
707,Rockford,Illinois,150251,42.2711311,-89.0939952
708,El Cajon,California,102211,32.7947731,-116.9625269
709,St. Petersburg,Florida,249688,27.773056,-82.64
710,Downers Grove,Illinois,49670,41.8089191,-88.0111746
711,Milford,Connecticut,51644,41.2306979,-73.064036
712,Albany,Oregon,51583,44.6365107,-123.1059282
713,Las Vegas,Nevada,603488,36.1699412,-115.1398296
714,Pasadena,Texas,152735,29.6910625,-95.2091006
715,Port St. Lucie,Florida,171016,27.2730492,-80.3582261
716,Cedar Rapids,Iowa,128429,41.9778795,-91.6656232
717,Ormond Beach,Florida,38661,29.2858129,-81.0558894
718,Quincy,Massachusetts,93494,42.2528772,-71.0022705
719,Miramar,Florida,130288,25.9860762,-80.3035602
720,El Paso,Texas,674433,31.7775757,-106.4424559
721,Topeka,Kansas,127679,39.0558235,-95.6890185
722,Rosemead,California,54561,34.0805651,-118.072846
723,Keizer,Oregon,37064,44.9901194,-123.0262077
724,Minnetonka,Minnesota,51368,44.9211836,-93.4687489
725,Akron,Ohio,198100,41.0814447,-81.5190053
726,Edinburg,Texas,80836,26.3017374,-98.1633432
727,Rancho Cucamonga,California,171386,34.1063989,-117.5931084
728,North Charleston,South Carolina,104054,32.8546197,-79.9748103
729,Louisville,Kentucky,609893,38.2526647,-85.7584557
730,Watsonville,California,52477,36.910231,-121.7568946
731,Coconut Creek,Florida,56792,26.2517482,-80.1789351
732,Bradenton,Florida,51763,27.4989278,-82.5748194
733,Carlsbad,California,110972,33.1580933,-117.3505939
734,Texas City,Texas,46081,29.383845,-94.9027002
735,Redding,California,91119,40.5865396,-122.3916754
736,Wyoming,Michigan,74100,42.9133602,-85.7053085
737,Lorain,Ohio,63710,41.452819,-82.1823746
738,Roy,Utah,37733,41.1616108,-112.0263313
739,Fort Lauderdale,Florida,172389,26.1224386,-80.1373174
740,Warner Robins,Georgia,72531,32.6130007,-83.624201
741,Clearwater,Florida,109703,27.9658533,-82.8001026
742,Cutler Bay,Florida,43328,25.5808323,-80.3468593
743,Florence,Alabama,40059,34.79981,-87.677251
744,Terre Haute,Indiana,61025,39.4667034,-87.4139092
745,Temple,Texas,70190,31.0982344,-97.342782
746,Beavercreek,Ohio,45712,39.7092262,-84.0632685
747,Sioux Falls,South Dakota,164676,43.5445959,-96.7311034
748,Columbus,Indiana,45775,39.2014404,-85.9213796
749,Margate,Florida,55456,26.2445263,-80.206436
750,Leominster,Massachusetts,41002,42.5250906,-71.759794
751,Warwick,Rhode Island,81971,41.7001009,-71.4161671
752,Bakersfield,California,363630,35.3732921,-119.0187125
753,Miami,Florida,417650,25.7616798,-80.1917902
754,Lake Charles,Louisiana,74024,30.2265949,-93.2173758
755,Richland,Washington,52413,46.2856907,-119.2844621
756,Hickory,North Carolina,40361,35.7344538,-81.3444573
757,South San Francisco,California,66174,37.654656,-122.4077498
758,Plymouth,Minnesota,73987,45.0105194,-93.4555093
759,South Bend,Indiana,100886,41.6763545,-86.2519898
760,Edmond,Oklahoma,87004,35.6528323,-97.4780954
761,Des Moines,Iowa,207510,41.6005448,-93.6091064
762,Bonita Springs,Florida,47547,26.339806,-81.7786972
763,Draper,Utah,45285,40.5246711,-111.8638226
764,Whittier,California,86635,33.9791793,-118.032844
765,Livonia,Michigan,95208,42.36837,-83.3527097
766,Milwaukee,Wisconsin,599164,43.0389025,-87.9064736
767,Auburn,Washington,74860,47.3073228,-122.2284532
768,Sumter,South Carolina,41190,33.9204354,-80.3414693
769,Beverly,Massachusetts,40664,42.5584283,-70.880049
770,Renton,Washington,97003,47.4828776,-122.2170661
771,Centennial,Colorado,106114,39.5807452,-104.8771726
772,Richmond,Virginia,214114,37.5407246,-77.4360481
773,Anderson,Indiana,55670,40.1053196,-85.6802541
774,Beaumont,California,40481,33.9294606,-116.977248
775,Pflugerville,Texas,53752,30.4393696,-97.6200043
776,Hoboken,New Jersey,52575,40.7439905,-74.0323626
777,Lexington-Fayette,Kentucky,308428,38.0405837,-84.5037164
778,Norwalk,California,106589,33.9022367,-118.081733
779,Yuma,Arizona,91923,32.6926512,-114.6276916
780,Highland,California,54291,34.1283442,-117.2086513
781,Carol Stream,Illinois,40379,41.9125286,-88.1347927
782,Joliet,Illinois,147806,41.525031,-88.0817251
783,Rock Hill,South Carolina,69103,34.9248667,-81.0250784
784,Rancho Cordova,California,67911,38.5890723,-121.302728
785,Dearborn Heights,Michigan,56620,42.3369816,-83.2732627
786,Honolulu,Hawaii,347884,21.3069444,-157.8583333
787,Victoria,Texas,65098,28.8052674,-97.0035982
788,Attleboro,Massachusetts,43886,41.9445441,-71.2856082
789,Wylie,Texas,44575,33.0151201,-96.5388789
790,Carrollton,Texas,126700,32.9756415,-96.8899636
791,Plainfield,Illinois,41734,41.632223,-88.2120315
792,Hoffman Estates,Illinois,52398,42.0629915,-88.1227199
793,Methuen,Massachusetts,48514,42.7262016,-71.1908924
794,North Port,Florida,59212,27.044224,-82.2359254
795,Rockville,Maryland,64072,39.0839973,-77.1527578
796,Burbank,California,104709,34.1808392,-118.3089661
797,Fullerton,California,138981,33.8703596,-117.9242966
798,Oshkosh,Wisconsin,66778,44.0247062,-88.5426136
799,Huntsville,Texas,39795,30.7235263,-95.5507771
800,Farmington Hills,Michigan,81295,42.4989936,-83.3677168
801,Pico Rivera,California,63771,33.9830688,-118.096735
802,Cerritos,California,49707,33.8583483,-118.0647871
803,La Puente,California,40435,34.0200114,-117.9495083
804,Grand Junction,Colorado,59778,39.0638705,-108.5506486
805,Enid,Oklahoma,50725,36.3955891,-97.8783911
806,San Jose,California,998537,37.3382082,-121.8863286
807,Round Rock,Texas,109821,30.5082551,-97.678896
808,Maple Grove,Minnesota,65415,45.0724642,-93.4557877
809,Norman,Oklahoma,118197,35.2225668,-97.4394777
810,Homestead,Florida,64079,25.4687224,-80.4775569
811,Friendswood,Texas,37587,29.5293998,-95.2010447
812,Irvine,California,236716,33.6839473,-117.7946942
813,Pocatello,Idaho,54350,42.8713032,-112.4455344
814,Pacifica,California,38606,37.6138253,-122.4869194
815,Sheboygan,Wisconsin,48725,43.7508284,-87.71453
816,Bossier City,Louisiana,66333,32.5159852,-93.7321228
817,Cedar Park,Texas,61238,30.505198,-97.8202888
818,Sandy Springs,Georgia,99770,33.9304352,-84.3733147
819,Champaign,Illinois,83424,40.1164204,-88.2433829
820,Clifton,New Jersey,85390,40.8584328,-74.1637553
821,Moore,Oklahoma,58414,35.3395079,-97.4867028
822,Blue Springs,Missouri,53294,39.0169509,-94.2816148
823,Lancaster,California,159523,34.6867846,-118.1541632
824,Bryan,Texas,78709,30.6743643,-96.3699632
825,Hurst,Texas,38448,32.8234621,-97.1705678
826,Cape Coral,Florida,165831,26.5628537,-81.9495331
827,Cupertino,California,60189,37.3229978,-122.0321823
828,Pittsfield,Massachusetts,44057,42.4500845,-73.2453824
829,Gilroy,California,51701,37.0057816,-121.5682751
830,Manchester,New Hampshire,110378,42.9956397,-71.4547891
831,Virginia Beach,Virginia,448479,36.8529263,-75.977985
832,Salina,Kansas,47846,38.8402805,-97.6114237
833,Somerville,Massachusetts,78804,42.3875968,-71.0994968
834,Largo,Florida,78409,27.9094665,-82.7873244
835,Fresno,California,509924,36.7468422,-119.7725868
836,Phenix City,Alabama,37498,32.4709761,-85.0007653
837,Berwyn,Illinois,56758,41.8505874,-87.7936685
838,Palm Beach Gardens,Florida,50699,26.8233946,-80.1386547
839,Pawtucket,Rhode Island,71172,41.878711,-71.3825558
840,San Gabriel,California,40275,34.0961111,-118.1058333
841,Winston-Salem,North Carolina,236441,36.0998596,-80.244216
842,Alpharetta,Georgia,62298,34.0753762,-84.2940899
843,O'Fallon,Missouri,82809,38.8106075,-90.6998477
844,Redwood City,California,80872,37.4852152,-122.2363548
845,Union City,California,72528,37.5933918,-122.0438298
846,Hallandale Beach,Florida,38632,25.9812024,-80.148379
847,Mankato,Minnesota,40641,44.1635775,-93.9993996
848,Aliso Viejo,California,50175,33.5676842,-117.7256083
849,Menifee,California,83447,33.6971468,-117.185294
850,Loveland,Colorado,71334,40.3977612,-105.0749801
851,Carpentersville,Illinois,38241,42.1211364,-88.2578582
852,Providence,Rhode Island,177994,41.8239891,-71.4128343
853,Hialeah,Florida,233394,25.8575963,-80.2781057
854,San Ramon,California,74513,37.7799273,-121.9780153
855,Ontario,California,167500,34.0633443,-117.6508876
856,Kirkland,Washington,84430,47.6814875,-122.2087353
857,St. George,Utah,76817,37.0965278,-113.5684164
858,Hilton Head Island,South Carolina,39412,32.216316,-80.752608
859,Glendale,California,196021,34.1425078,-118.255075
860,Meriden,Connecticut,60456,41.5381535,-72.8070435
861,Gardena,California,59957,33.8883487,-118.3089624
862,Westfield,Massachusetts,41301,42.1250929,-72.749538
863,Elgin,Illinois,110145,42.0354084,-88.2825668
864,Plano,Texas,274409,33.0198431,-96.6988856
865,Longmont,Colorado,89919,40.1672068,-105.1019275
866,Coppell,Texas,40342,32.9545687,-97.0150078
867,Lakewood,Ohio,51143,41.4819932,-81.7981908
868,Jonesboro,Arkansas,71551,35.8422967,-90.704279
869,College Station,Texas,100050,30.627977,-96.3344068
870,Dearborn,Michigan,95884,42.3222599,-83.1763145
871,Utica,New York,61808,43.100903,-75.232664
872,Monroe,Louisiana,49761,32.5093109,-92.1193012
873,Baltimore,Maryland,622104,39.2903848,-76.6121893
874,Springfield,Missouri,164122,37.2089572,-93.2922989
875,Pine Bluff,Arkansas,46094,34.2284312,-92.0031955
876,Plainfield,New Jersey,50588,40.6337136,-74.4073736
877,Lynn,Massachusetts,91589,42.466763,-70.9494938
878,Woodbury,Minnesota,65656,44.9238552,-92.9593797
879,Gainesville,Florida,127488,29.6516344,-82.3248262
880,West Sacramento,California,49891,38.5804609,-121.530234
881,Sammamish,Washington,50169,47.6162683,-122.0355736
882,Aventura,Florida,37199,25.9564812,-80.1392121
883,Fayetteville,Arkansas,78960,36.0625795,-94.1574263
884,San Rafael,California,58994,37.9735346,-122.5310874
885,Conway,Arkansas,63816,35.0886963,-92.4421011
886,Tacoma,Washington,203446,47.2528768,-122.4442906
887,Middletown,Connecticut,47333,41.5623209,-72.6506488
888,Burlington,Vermont,42284,44.4758825,-73.212072
889,Twin Falls,Idaho,45981,42.5629668,-114.4608711
890,Sherman,Texas,39296,33.6356618,-96.6088805
891,New York,New York,8405837,40.7127837,-74.0059413
892,Simi Valley,California,126181,34.2694474,-118.781482
893,West Covina,California,107740,34.0686208,-117.9389526
894,Castle Rock,Colorado,53063,39.3722121,-104.8560902
895,Valdosta,Georgia,56481,30.8327022,-83.2784851
896,Fort Worth,Texas,792727,32.7554883,-97.3307658
897,Carson,California,92599,33.8316745,-118.281693
898,Evansville,Indiana,120310,37.9715592,-87.5710898
899,Santa Maria,California,102216,34.9530337,-120.4357191
900,Brentwood,Tennessee,40021,36.0331164,-86.7827772
901,La Mesa,California,58642,32.7678287,-117.0230839
902,Westminster,Colorado,110945,39.8366528,-105.0372046
903,Reading,Pennsylvania,87893,40.3356483,-75.9268747
904,Turlock,California,70365,37.4946568,-120.8465941
905,Greeley,Colorado,96539,40.4233142,-104.7091322
906,Tyler,Texas,100223,32.3512601,-95.3010624
907,Winter Garden,Florida,37711,28.5652787,-81.5861847
908,Waco,Texas,129030,31.549333,-97.1466695
909,Martinez,California,37165,38.0193657,-122.1341321
910,Thousand Oaks,California,128731,34.1705609,-118.8375937
911,Azusa,California,47842,34.1336186,-117.9075627
912,Bridgeport,Connecticut,147216,41.1865478,-73.1951767
913,St. Louis Park,Minnesota,47411,44.9597376,-93.3702186
914,Chesterfield,Missouri,47749,38.6631083,-90.5770675
915,Greenacres,Florida,38696,26.6276276,-80.1353896
916,Pasco,Washington,67599,46.2395793,-119.1005657
917,Torrance,California,147478,33.8358492,-118.3406288
918,Madison,Wisconsin,243344,43.0730517,-89.4012302
919,Janesville,Wisconsin,63820,42.6827885,-89.0187222
920,Waukegan,Illinois,88826,42.3636331,-87.8447938
921,Bowling Green,Kentucky,61488,36.9685219,-86.4808043
922,Arlington,Texas,379577,32.735687,-97.1080656
923,Lewisville,Texas,101074,33.046233,-96.994174
924,Farmington,New Mexico,45426,36.7280583,-108.2186856
925,Oakley,California,38194,37.9974219,-121.7124536
926,Palo Alto,California,66642,37.4418834,-122.1430195
927,Springfield,Oregon,60177,44.0462362,-123.0220289
928,New Bedford,Massachusetts,95078,41.6362152,-70.934205
929,Redmond,Washington,57530,47.6739881,-122.121512
930,Brentwood,California,55000,37.931868,-121.6957863
931,Davis,California,66205,38.5449065,-121.7405167
932,La Mirada,California,49133,33.9172357,-118.0120086
933,Smyrna,Tennessee,43060,35.9828412,-86.5186045
934,Altoona,Pennsylvania,45796,40.5186809,-78.3947359
935,Dothan,Alabama,68001,31.2232313,-85.3904888
936,East Orange,New Jersey,64544,40.767323,-74.2048677
937,Tinley Park,Illinois,57282,41.5731442,-87.7932939
938,Biloxi,Mississippi,44820,30.3960318,-88.8853078
939,Urbana,Illinois,41752,40.1105875,-88.2072697
940,Garden Grove,California,175140,33.7739053,-117.9414477
941,Lynwood,California,71371,33.930293,-118.2114603
942,Northglenn,Colorado,37499,39.8961821,-104.9811468
943,Canton,Ohio,72535,40.7989473,-81.378447
944,Brookhaven,Georgia,50603,33.8651033,-84.3365917
945,Baton Rouge,Louisiana,229426,30.4582829,-91.1403196
946,Bristol,Connecticut,60568,41.6717648,-72.9492703
947,Independence,Missouri,117240,39.0911161,-94.4155068
948,Lansing,Michigan,113972,42.732535,-84.5555347
949,Orland Park,Illinois,58590,41.6303103,-87.8539425
950,Vineland,New Jersey,61050,39.4863773,-75.0259637
951,Green Bay,Wisconsin,104779,44.519159,-88.019826
952,Evanston,Illinois,75570,42.0450722,-87.6876969
953,Ocoee,Florida,39172,28.5691677,-81.5439619
954,Los Angeles,California,3884307,34.0522342,-118.2436849
955,Federal Way,Washington,92734,47.3223221,-122.3126222
956,West Jordan,Utah,110077,40.6096698,-111.9391031
957,Yucaipa,California,52536,34.033625,-117.0430865
958,Pittsburgh,Pennsylvania,305841,40.4406248,-79.9958864
959,Downey,California,113242,33.9401088,-118.1331593
960,Cicero,Illinois,84103,41.8455877,-87.7539448
961,South Gate,California,95677,33.954737,-118.2120161
962,Panama City,Florida,36877,30.1588129,-85.6602058
963,Joplin,Missouri,50789,37.0842271,-94.513281
964,League City,Texas,90983,29.5074538,-95.0949303
965,Salt Lake City,Utah,191180,40.7607793,-111.8910474
966,Fort Pierce,Florida,43074,27.4467056,-80.3256056
967,Phoenix,Arizona,1513367,33.4483771,-112.0740373
968,Corvallis,Oregon,55298,44.5645659,-123.2620435
969,Cedar Hill,Texas,46663,32.5884689,-96.9561152
970,Chicopee,Massachusetts,55717,42.1487043,-72.6078672
971,Ocala,Florida,57468,29.1871986,-82.1400923
972,Roswell,Georgia,94034,34.0232431,-84.3615555
973,Park Ridge,Illinois,37839,42.0111412,-87.8406192
974,Concord,New Hampshire,42419,43.2081366,-71.5375718
975,Olympia,Washington,48338,47.0378741,-122.9006951
976,Huntington Beach,California,197575,33.660297,-117.9992265
977,Corpus Christi,Texas,316381,27.8005828,-97.396381
978,Haverhill,Massachusetts,62088,42.7762015,-71.0772796
979,Hanover Park,Illinois,38510,41.9994722,-88.1450735
980,Cambridge,Massachusetts,107289,42.3736158,-71.1097335
981,Glendale,Arizona,234632,33.5386523,-112.1859866
982,Stanton,California,38623,33.8025155,-117.9931165
983,Summerville,South Carolina,46074,33.0185039,-80.1756481
984,Davenport,Iowa,102157,41.5236437,-90.5776367
985,Boca Raton,Florida,89407,26.3683064,-80.1289321
986,New Britain,Connecticut,72939,41.6612104,-72.7795419
987,Roseville,Michigan,47555,42.4972583,-82.9371409
988,Cleveland Heights,Ohio,45394,41.5200518,-81.556235
989,Gresham,Oregon,109397,45.5001357,-122.4302013
990,Lauderhill,Florida,69813,26.1403635,-80.2133808
991,Hendersonville,Tennessee,54068,36.3047735,-86.6199957
992,Santa Clara,California,120245,37.3541079,-121.9552356
993,Oceanside,California,172794,33.1958696,-117.3794834
994,Lake Forest,California,79312,33.6469661,-117.689218
995,Novi,Michigan,57960,42.48059,-83.4754913
996,West New York,New Jersey,52122,40.7878788,-74.0143064
997,Everett,Massachusetts,42935,42.40843,-71.0536625
998,Linden,New Jersey,41301,40.6220478,-74.2445902
999,Asheville,North Carolina,87236,35.5950581,-82.5514869
1000,Compton,California,97877,33.8958492,-118.2200712